symbol,timeframe,signal_bartime,direction,status,skip_reason,entry_time,exit_time,entry_price,sl_price,r_result,gross_r,cost_r,bar_mae_r,bar_mfe_r,holding_bars,ambiguous_bars,tp_hits,sl_leg_hits,reverse_leg_hits,exit_reasons,leg_count
US30,H4,2018-03-21 01:00:00,BUY,closed,,2018-03-21 05:00:00,2018-03-21 05:00:00,24815.0,24757.0,-1.0,-1.0,0.0,1.3103448275862069,0.017241379310344827,1,0,[],1,0,['sl'],1
US30,H4,2018-03-22 05:00:00,SELL,closed,,2018-03-22 09:00:00,2018-03-22 13:00:00,24646.0,24797.0,2.276200445691919,2.276200445691919,0.0,0.006622516556291391,3.0397350993377485,2,0,[1],0,0,['tp'],1
US30,H4,2018-03-26 18:00:00,BUY,closed,,2018-03-26 21:00:00,2018-03-27 17:00:00,24233.0,23951.0,-1.0,-1.0,0.0,1.8404255319148937,0.8085106382978723,6,0,[],1,0,['sl'],1
US30,H4,2018-03-27 17:00:00,SELL,reversed,,2018-03-27 21:00:00,2018-03-29 17:00:00,23855.0,24445.0,-0.4067796610169492,-0.4067796610169492,0.0,0.559322033898305,0.20677966101694914,11,0,[],0,1,['reverse_signal'],1
US30,H4,2018-03-29 13:00:00,BUY,closed,,2018-03-29 17:00:00,2018-04-02 14:00:00,24095.0,23920.0,-1.0,-1.0,0.0,3.9657142857142857,1.262857142857143,6,0,[],1,0,['sl'],1
US30,H4,2018-04-02 14:00:00,SELL,reversed,,2018-04-02 18:00:00,2018-04-03 21:00:00,23399.0,24123.0,-0.8549723756906077,-0.8549723756906077,0.0,0.893646408839779,0.0856353591160221,7,0,[],0,1,['reverse_signal'],1
US30,H4,2018-04-03 17:00:00,BUY,closed,,2018-04-03 21:00:00,2018-04-04 05:00:00,24018.0,23678.0,-1.0,-1.0,0.0,1.4088235294117648,0.0058823529411764705,3,0,[],1,0,['sl'],1
US30,H4,2018-04-04 05:00:00,SELL,closed,,2018-04-04 09:00:00,2018-04-04 13:00:00,23626.0,23971.0,-1.0,-1.0,0.0,1.1681159420289855,0.6695652173913044,2,0,[],1,0,['sl'],1
US30,H4,2018-04-04 13:00:00,BUY,closed,,2018-04-04 17:00:00,2018-04-05 13:00:00,23981.0,23482.0,1.2953920318591947,1.2953920318591947,0.0,0.20440881763527055,1.2985971943887775,6,0,[1],0,0,['tp'],1
US30,H4,2018-04-06 17:00:00,SELL,closed,,2018-04-08 22:00:00,2018-04-09 14:00:00,24029.0,24222.0,-1.0,-1.0,0.0,1.849740932642487,0.21761658031088082,5,0,[],1,0,['sl'],1
US30,H4,2018-04-09 14:00:00,BUY,closed,,2018-04-09 18:00:00,2018-04-09 18:00:00,24379.0,24081.0,-1.0,-1.0,0.0,1.4026845637583893,0.010067114093959731,1,0,[],1,0,['sl'],1
US30,H4,2018-04-09 18:00:00,SELL,closed,,2018-04-09 21:00:00,2018-04-10 01:00:00,24022.0,24392.0,-1.0,-1.0,0.0,1.0432432432432432,0.10810810810810811,2,0,[],1,0,['sl'],1
US30,H4,2018-04-10 01:00:00,BUY,reversed,,2018-04-10 05:00:00,2018-04-11 13:00:00,24320.0,24018.0,-0.4900662251655629,-0.4900662251655629,0.0,0.7284768211920529,0.6688741721854304,8,0,[],0,1,['reverse_signal'],1
US30,H4,2018-04-11 09:00:00,SELL,closed,,2018-04-11 13:00:00,2018-04-11 13:00:00,24172.0,24326.0,-1.0,-1.0,0.0,1.3051948051948052,0.14285714285714285,1,0,[],1,0,['sl'],1
US30,H4,2018-04-12 09:00:00,BUY,closed,,2018-04-12 13:00:00,2018-04-13 13:00:00,24347.0,24169.0,1.7973052088380204,1.7973052088380204,0.0,0.0449438202247191,1.803370786516854,7,0,[1],0,0,['tp'],1
US30,H4,2018-04-19 09:00:00,SELL,closed,,2018-04-19 13:00:00,2018-04-20 13:00:00,24685.0,24795.0,1.6542580382895804,1.6542580382895804,0.0,0.7818181818181819,2.390909090909091,7,0,[1],0,0,['tp'],1
